id,provider,category,purpose,service,display_name,url,service_status,aliases
google-cloud-sole-tenant-nodes,Google Cloud,1. Compute,Dedicated single-tenant hosts,Sole-Tenant Nodes,Sole-Tenant Nodes,https://cloud.google.com/sole-tenant-nodes/docs,active,
aws-ec2-spot-instances,AWS,1. Compute,Spot / preemptible pricing,EC2 Spot Instances,EC2 Spot Instances,https://docs.aws.amazon.com/ec2-spot-instances/,active,
google-cloud-spot-vms,Google Cloud,1. Compute,Spot / preemptible pricing,Spot VMs,Spot VMs,https://cloud.google.com/spot-vms/docs,active,
azure-azure-spot-virtual-machines,Azure,1. Compute,Spot / preemptible pricing,Azure Spot Virtual Machines,Azure Spot Virtual Machines,https://learn.microsoft.com/en-us/azure/azure-spot-virtual-machines/,active,
aws-ec2-p,AWS,1. Compute,GPU / accelerated compute,EC2 P,EC2 P,https://docs.aws.amazon.com/ec2-p/,active,
aws-g-series,AWS,1. Compute,GPU / accelerated compute,G-series,G-series,https://docs.aws.amazon.com/g-series/,active,
aws-trainium3-ultraservers,AWS,1. Compute,GPU / accelerated compute,Trainium3 UltraServers,Trainium3 UltraServers,https://docs.aws.amazon.com/trainium3-ultraservers/,active,
aws-trainium4,AWS,1. Compute,GPU / accelerated compute,Trainium4,Trainium4,https://docs.aws.amazon.com/trainium4/,active,
aws-inferentia,AWS,1. Compute,GPU / accelerated compute,Inferentia,Inferentia,https://docs.aws.amazon.com/inferentia/,active,
google-cloud-compute-engine-gpus,Google Cloud,1. Compute,GPU / accelerated compute,Compute Engine GPUs,Compute Engine GPUs,https://cloud.google.com/compute-engine-gpus/docs,active,
google-cloud-tpus,Google Cloud,1. Compute,GPU / accelerated compute,TPUs,TPUs,https://cloud.google.com/tpus/docs,active,
azure-nc,Azure,1. Compute,GPU / accelerated compute,NC,NC,https://learn.microsoft.com/en-us/azure/nc/,active,
azure-nd,Azure,1. Compute,GPU / accelerated compute,ND,ND,https://learn.microsoft.com/en-us/azure/nd/,active,
azure-nv-series-vms,Azure,1. Compute,GPU / accelerated compute,NV-series VMs,NV-series VMs,https://learn.microsoft.com/en-us/azure/nv-series-vms/,active,
azure-azure-maia-ai-accelerators,Azure,1. Compute,GPU / accelerated compute,Azure Maia AI accelerators,Azure Maia AI accelerators,https://learn.microsoft.com/en-us/azure/azure-maia-ai-accelerators/,active,
aws-graviton5,AWS,1. Compute,General-purpose custom CPU,Graviton5,Graviton5,https://docs.aws.amazon.com/graviton5/,active,
google-cloud-custom-google-axion-cpu,Google Cloud,1. Compute,General-purpose custom CPU,Custom Google Axion CPU,Custom Google Axion CPU,https://cloud.google.com/custom-google-axion-cpu/docs,active,
azure-azure-cobalt-200,Azure,1. Compute,General-purpose custom CPU,Azure Cobalt 200,Azure Cobalt 200,https://learn.microsoft.com/en-us/azure/azure-cobalt-200/,active,
aws-s3,AWS,2. Storage,Object storage,S3,S3,https://docs.aws.amazon.com/s3/,active,
google-cloud-cloud-storage,Google Cloud,2. Storage,Object storage,Cloud Storage,Cloud Storage,https://cloud.google.com/cloud-storage/docs,active,
azure-blob-storage,Azure,2. Storage,Object storage,Blob Storage,Blob Storage,https://learn.microsoft.com/en-us/azure/blob-storage/,active,
aws-ebs,AWS,2. Storage,Block storage,EBS,EBS,https://docs.aws.amazon.com/ebs/,active,
google-cloud-persistent-disk,Google Cloud,2. Storage,Block storage,Persistent Disk,Persistent Disk,https://cloud.google.com/persistent-disk/docs,active,
google-cloud-hyperdisk,Google Cloud,2. Storage,Block storage,Hyperdisk,Hyperdisk,https://cloud.google.com/hyperdisk/docs,active,
azure-managed-disks,Azure,2. Storage,Block storage,Managed Disks,Managed Disks,https://learn.microsoft.com/en-us/azure/managed-disks/,active,
aws-efs,AWS,2. Storage,File storage (NFS/SMB),EFS,EFS,https://docs.aws.amazon.com/efs/,active,
aws-fsx,AWS,2. Storage,File storage (NFS/SMB),FSx,FSx,https://docs.aws.amazon.com/fsx/,active,
google-cloud-filestore,Google Cloud,2. Storage,File storage (NFS/SMB),Filestore,Filestore,https://cloud.google.com/filestore/docs,active,
azure-azure-files,Azure,2. Storage,File storage (NFS/SMB),Azure Files,Azure Files,https://learn.microsoft.com/en-us/azure/azure-files/,active,
aws-s3-glacier,AWS,2. Storage,Cold / archival storage,"S3 Glacier (Instant, Flexible, Deep Archive)","S3 Glacier (Instant, Flexible, Deep Archive)",https://docs.aws.amazon.com/s3-glacier/,active,
google-cloud-cloud-storage,Google Cloud,2. Storage,Cold / archival storage,"Cloud Storage (Coldline, Archive)","Cloud Storage (Coldline, Archive)",https://cloud.google.com/cloud-storage/docs,active,
azure-azure-archive-storage,Azure,2. Storage,Cold / archival storage,Azure Archive Storage,Azure Archive Storage,https://learn.microsoft.com/en-us/azure/azure-archive-storage/,active,
aws-storage-gateway,AWS,2. Storage,Hybrid storage gateway,Storage Gateway,Storage Gateway,https://docs.aws.amazon.com/storage-gateway/,active,
google-cloud-storage-transfer,Google Cloud,2. Storage,Hybrid storage gateway,Storage Transfer,Storage Transfer,https://cloud.google.com/storage-transfer/docs,active,
google-cloud-filestore-hybrid,Google Cloud,2. Storage,Hybrid storage gateway,Filestore Hybrid,Filestore Hybrid,https://cloud.google.com/filestore-hybrid/docs,active,
azure-azure-storsimple,Azure,2. Storage,Hybrid storage gateway,Azure StorSimple,Azure StorSimple,https://learn.microsoft.com/en-us/azure/azure-storsimple/,active,
azure-azure-file-sync,Azure,2. Storage,Hybrid storage gateway,Azure File Sync,Azure File Sync,https://learn.microsoft.com/en-us/azure/azure-file-sync/,active,
aws-fsx-for-lustre,AWS,2. Storage,High-performance file systems,FSx for Lustre,FSx for Lustre,https://docs.aws.amazon.com/fsx-for-lustre/,active,
google-cloud-parallelstore,Google Cloud,2. Storage,High-performance file systems,Parallelstore,Parallelstore,https://cloud.google.com/parallelstore/docs,active,
azure-azure-managed-lustre,Azure,2. Storage,High-performance file systems,Azure Managed Lustre,Azure Managed Lustre,https://learn.microsoft.com/en-us/azure/azure-managed-lustre/,active,
aws-aws-backup,AWS,2. Storage,Backup service,AWS Backup,AWS Backup,https://docs.aws.amazon.com/aws-backup/,active,
google-cloud-backup-and-dr-service,Google Cloud,2. Storage,Backup service,Backup and DR Service,Backup and DR Service,https://cloud.google.com/backup-and-dr-service/docs,active,
azure-azure-backup,Azure,2. Storage,Backup service,Azure Backup,Azure Backup,https://learn.microsoft.com/en-us/azure/azure-backup/,active,
aws-aws-elastic-disaster-recovery,AWS,2. Storage,Disaster recovery,AWS Elastic Disaster Recovery (EDR),AWS Elastic Disaster Recovery (EDR),https://docs.aws.amazon.com/aws-elastic-disaster-recovery/,active,
google-cloud-google-cloud-dr-service,Google Cloud,2. Storage,Disaster recovery,Google Cloud DR Service,Google Cloud DR Service,https://cloud.google.com/google-cloud-dr-service/docs,active,
azure-azure-site-recovery,Azure,2. Storage,Disaster recovery,Azure Site Recovery (ASR),Azure Site Recovery (ASR),https://learn.microsoft.com/en-us/azure/azure-site-recovery/,active,
aws-aws-lake-formation,AWS,2. Storage,Data lake storage,AWS Lake Formation,AWS Lake Formation,https://docs.aws.amazon.com/aws-lake-formation/,active,
google-cloud-biglake,Google Cloud,2. Storage,Data lake storage,BigLake,BigLake,https://cloud.google.com/biglake/docs,active,
azure-azure-data-lake-storage,Azure,2. Storage,Data lake storage,Azure Data Lake Storage (ADLS Gen2),Azure Data Lake Storage (ADLS Gen2),https://learn.microsoft.com/en-us/azure/azure-data-lake-storage/,active,
azure-onelake,Azure,2. Storage,Data lake storage,OneLake,OneLake,https://learn.microsoft.com/en-us/azure/onelake/,active,
aws-rds,AWS,3. Databases,Relational (managed),"RDS (PostgreSQL, MySQL, MariaDB, SQL Server, Oracle)","RDS (PostgreSQL, MySQL, MariaDB, SQL Server, Oracle)",https://docs.aws.amazon.com/rds/,active,
google-cloud-cloud-sql,Google Cloud,3. Databases,Relational (managed),"Cloud SQL (PostgreSQL, MySQL, SQL Server)","Cloud SQL (PostgreSQL, MySQL, SQL Server)",https://cloud.google.com/cloud-sql/docs,active,
azure-azure-sql-database,Azure,3. Databases,Relational (managed),Azure SQL Database,Azure SQL Database,https://learn.microsoft.com/en-us/azure/azure-sql-database/,active,
azure-database-for-postgresql,Azure,3. Databases,Relational (managed),Database for PostgreSQL,Database for PostgreSQL,https://learn.microsoft.com/en-us/azure/database-for-postgresql/,active,
azure-mysql,Azure,3. Databases,Relational (managed),MySQL,MySQL,https://learn.microsoft.com/en-us/azure/mysql/,active,
azure-azure-horizondb,Azure,3. Databases,Relational (managed),Azure HorizonDB,Azure HorizonDB,https://learn.microsoft.com/en-us/azure/azure-horizondb/,active,
aws-aurora,AWS,3. Databases,Cloud-native relational,Aurora,Aurora,https://docs.aws.amazon.com/aurora/,active,
google-cloud-alloydb,Google Cloud,3. Databases,Cloud-native relational,AlloyDB,AlloyDB,https://cloud.google.com/alloydb/docs,active,
azure-azure-sql-managed-instance,Azure,3. Databases,Cloud-native relational,Azure SQL Managed Instance,Azure SQL Managed Instance,https://learn.microsoft.com/en-us/azure/azure-sql-managed-instance/,active,
aws-dynamodb,AWS,3. Databases,NoSQL key-value / document,DynamoDB,DynamoDB,https://docs.aws.amazon.com/dynamodb/,active,
google-cloud-firestore,Google Cloud,3. Databases,NoSQL key-value / document,Firestore,Firestore,https://cloud.google.com/firestore/docs,active,
google-cloud-datastore,Google Cloud,3. Databases,NoSQL key-value / document,Datastore,Datastore,https://cloud.google.com/datastore/docs,active,
azure-cosmos-db,Azure,3. Databases,NoSQL key-value / document,Cosmos DB,Cosmos DB,https://learn.microsoft.com/en-us/azure/cosmos-db/,active,
aws-keyspaces,AWS,3. Databases,Wide-column NoSQL,Keyspaces (Apache Cassandra-compatible),Keyspaces (Apache Cassandra-compatible),https://docs.aws.amazon.com/keyspaces/,active,
google-cloud-bigtable,Google Cloud,3. Databases,Wide-column NoSQL,Bigtable,Bigtable,https://cloud.google.com/bigtable/docs,active,
azure-cosmos-db,Azure,3. Databases,Wide-column NoSQL,Cosmos DB (Cassandra API),Cosmos DB (Cassandra API),https://learn.microsoft.com/en-us/azure/cosmos-db/,active,
aws-elasticache,AWS,3. Databases,In-memory cache,"ElastiCache (Redis, Memcached)","ElastiCache (Redis, Memcached)",https://docs.aws.amazon.com/elasticache/,active,
aws-memorydb,AWS,3. Databases,In-memory cache,MemoryDB,MemoryDB,https://docs.aws.amazon.com/memorydb/,active,
google-cloud-memorystore,Google Cloud,3. Databases,In-memory cache,"Memorystore (Redis, Memcached)","Memorystore (Redis, Memcached)",https://cloud.google.com/memorystore/docs,active,
azure-azure-cache-for-redis,Azure,3. Databases,In-memory cache,Azure Cache for Redis,Azure Cache for Redis,https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/,active,
aws-redshift,AWS,3. Databases,Data warehouse,Redshift,Redshift,https://docs.aws.amazon.com/redshift/,active,
google-cloud-bigquery,Google Cloud,3. Databases,Data warehouse,BigQuery,BigQuery,https://cloud.google.com/bigquery/docs,active,
azure-microsoft-fabric-warehouse,Azure,3. Databases,Data warehouse,Microsoft Fabric Warehouse (Synapse in maintenance mode),Microsoft Fabric Warehouse (Synapse in maintenance mode),https://learn.microsoft.com/en-us/azure/microsoft-fabric-warehouse/,maintenance,
aws-neptune,AWS,3. Databases,Graph database,Neptune,Neptune,https://docs.aws.amazon.com/neptune/,active,
google-cloud-spanner-graph,Google Cloud,3. Databases,Graph database,Spanner Graph,Spanner Graph,https://cloud.google.com/spanner-graph/docs,active,
azure-cosmos-db,Azure,3. Databases,Graph database,Cosmos DB (Gremlin API),Cosmos DB (Gremlin API),https://learn.microsoft.com/en-us/azure/cosmos-db/,active,
aws-timestream,AWS,3. Databases,Time-series database,Timestream,Timestream,https://docs.aws.amazon.com/timestream/,active,
google-cloud-bigtable,Google Cloud,3. Databases,Time-series database,Bigtable (Time-series engine),Bigtable (Time-series engine),https://cloud.google.com/bigtable/docs,active,
azure-azure-data-explorer,Azure,3. Databases,Time-series database,Azure Data Explorer,Azure Data Explorer,https://learn.microsoft.com/en-us/azure/azure-data-explorer/,active,
azure-fabric-eventhouse,Azure,3. Databases,Time-series database,Fabric Eventhouse,Fabric Eventhouse,https://learn.microsoft.com/en-us/azure/fabric-eventhouse/,active,
aws-aurora-global-database,AWS,3. Databases,Globally distributed SQL,Aurora Global Database,Aurora Global Database,https://docs.aws.amazon.com/aurora-global-database/,active,
google-cloud-cloud-spanner,Google Cloud,3. Databases,Globally distributed SQL,Cloud Spanner,Cloud Spanner,https://cloud.google.com/cloud-spanner/docs,active,
azure-azure-sql-hyperscale,Azure,3. Databases,Globally distributed SQL,Azure SQL Hyperscale,Azure SQL Hyperscale,https://learn.microsoft.com/en-us/azure/azure-sql-hyperscale/,active,
aws-database-migration-service,AWS,3. Databases,Database migration,Database Migration Service (DMS),Database Migration Service (DMS),https://docs.aws.amazon.com/database-migration-service/,active,
google-cloud-database-migration-service,Google Cloud,3. Databases,Database migration,Database Migration Service,Database Migration Service,https://cloud.google.com/database-migration-service/docs,active,
azure-azure-database-migration-service,Azure,3. Databases,Database migration,Azure Database Migration Service,Azure Database Migration Service,https://learn.microsoft.com/en-us/azure/azure-database-migration-service/,active,
aws-vpc,AWS,4. Networking & Content Delivery,Virtual private network fabric,VPC,VPC,https://docs.aws.amazon.com/vpc/,active,
google-cloud-vpc,Google Cloud,4. Networking & Content Delivery,Virtual private network fabric,VPC (Global by default),VPC (Global by default),https://cloud.google.com/vpc/docs,active,
azure-virtual-network,Azure,4. Networking & Content Delivery,Virtual private network fabric,Virtual Network (VNet),Virtual Network (VNet),https://learn.microsoft.com/en-us/azure/virtual-network/,active,
aws-cloudfront,AWS,4. Networking & Content Delivery,Content delivery network,CloudFront,CloudFront,https://docs.aws.amazon.com/cloudfront/,active,
google-cloud-cloud-cdn,Google Cloud,4. Networking & Content Delivery,Content delivery network,Cloud CDN,Cloud CDN,https://cloud.google.com/cloud-cdn/docs,active,
azure-azure-front-door,Azure,4. Networking & Content Delivery,Content delivery network,Azure Front Door,Azure Front Door,https://learn.microsoft.com/en-us/azure/azure-front-door/,active,
azure-cdn,Azure,4. Networking & Content Delivery,Content delivery network,CDN,CDN,https://learn.microsoft.com/en-us/azure/cdn/,active,
aws-route-53,AWS,4. Networking & Content Delivery,DNS management,Route 53,Route 53,https://docs.aws.amazon.com/route-53/,active,
aws-route-53-global-resolver,AWS,4. Networking & Content Delivery,DNS management,Route 53 Global Resolver,Route 53 Global Resolver,https://docs.aws.amazon.com/route-53-global-resolver/,active,
google-cloud-cloud-dns,Google Cloud,4. Networking & Content Delivery,DNS management,Cloud DNS,Cloud DNS,https://cloud.google.com/cloud-dns/docs,active,
azure-azure-dns,Azure,4. Networking & Content Delivery,DNS management,Azure DNS,Azure DNS,https://learn.microsoft.com/en-us/azure/azure-dns/,active,
aws-elastic-load-balancing,AWS,4. Networking & Content Delivery,Load balancing,"Elastic Load Balancing (ALB, NLB, GLB)","Elastic Load Balancing (ALB, NLB, GLB)",https://docs.aws.amazon.com/elastic-load-balancing/,active,
google-cloud-cloud-load-balancing,Google Cloud,4. Networking & Content Delivery,Load balancing,Cloud Load Balancing,Cloud Load Balancing,https://cloud.google.com/cloud-load-balancing/docs,active,
azure-azure-load-balancer,Azure,4. Networking & Content Delivery,Load balancing,Azure Load Balancer,Azure Load Balancer,https://learn.microsoft.com/en-us/azure/azure-load-balancer/,active,
azure-application-gateway,Azure,4. Networking & Content Delivery,Load balancing,Application Gateway,Application Gateway,https://learn.microsoft.com/en-us/azure/application-gateway/,active,
aws-direct-connect,AWS,4. Networking & Content Delivery,Dedicated private connectivity,Direct Connect,Direct Connect,https://docs.aws.amazon.com/direct-connect/,active,
google-cloud-cloud-interconnect,Google Cloud,4. Networking & Content Delivery,Dedicated private connectivity,Cloud Interconnect,Cloud Interconnect,https://cloud.google.com/cloud-interconnect/docs,active,
azure-expressroute,Azure,4. Networking & Content Delivery,Dedicated private connectivity,ExpressRoute,ExpressRoute,https://learn.microsoft.com/en-us/azure/expressroute/,active,
aws-site-to-site-vpn,AWS,4. Networking & Content Delivery,Virtual private network (VPN),Site-to-Site VPN,Site-to-Site VPN,https://docs.aws.amazon.com/site-to-site-vpn/,active,
aws-client-vpn,AWS,4. Networking & Content Delivery,Virtual private network (VPN),Client VPN,Client VPN,https://docs.aws.amazon.com/client-vpn/,active,
google-cloud-cloud-vpn,Google Cloud,4. Networking & Content Delivery,Virtual private network (VPN),Cloud VPN,Cloud VPN,https://cloud.google.com/cloud-vpn/docs,active,
azure-vpn-gateway,Azure,4. Networking & Content Delivery,Virtual private network (VPN),VPN Gateway,VPN Gateway,https://learn.microsoft.com/en-us/azure/vpn-gateway/,active,
aws-aws-interconnect,AWS,4. Networking & Content Delivery,Cross-cloud private connectivity,AWS Interconnect,AWS Interconnect,https://docs.aws.amazon.com/aws-interconnect/,active,
google-cloud-cloud-interconnect-cross-cloud,Google Cloud,4. Networking & Content Delivery,Cross-cloud private connectivity,Cloud Interconnect Cross-Cloud,Cloud Interconnect Cross-Cloud,https://cloud.google.com/cloud-interconnect-cross-cloud/docs,active,
azure-expressroute-direct-cross-cloud,Azure,4. Networking & Content Delivery,Cross-cloud private connectivity,ExpressRoute Direct Cross-Cloud,ExpressRoute Direct Cross-Cloud,https://learn.microsoft.com/en-us/azure/expressroute-direct-cross-cloud/,active,
aws-aws-privatelink,AWS,4. Networking & Content Delivery,Private service endpoints,AWS PrivateLink,AWS PrivateLink,https://docs.aws.amazon.com/aws-privatelink/,active,
google-cloud-private-service-connect,Google Cloud,4. Networking & Content Delivery,Private service endpoints,Private Service Connect,Private Service Connect,https://cloud.google.com/private-service-connect/docs,active,
azure-azure-private-link,Azure,4. Networking & Content Delivery,Private service endpoints,Azure Private Link,Azure Private Link,https://learn.microsoft.com/en-us/azure/azure-private-link/,active,
aws-aws-shield,AWS,4. Networking & Content Delivery,DDoS protection,AWS Shield (Standard & Advanced),AWS Shield (Standard & Advanced),https://docs.aws.amazon.com/aws-shield/,active,
google-cloud-cloud-armor,Google Cloud,4. Networking & Content Delivery,DDoS protection,Cloud Armor,Cloud Armor,https://cloud.google.com/cloud-armor/docs,active,
azure-azure-ddos-protection,Azure,4. Networking & Content Delivery,DDoS protection,Azure DDoS Protection,Azure DDoS Protection,https://learn.microsoft.com/en-us/azure/azure-ddos-protection/,active,
aws-aws-waf,AWS,4. Networking & Content Delivery,Web application firewall,AWS WAF,AWS WAF,https://docs.aws.amazon.com/aws-waf/,active,
azure-azure-waf,Azure,4. Networking & Content Delivery,Web application firewall,Azure WAF,Azure WAF,https://learn.microsoft.com/en-us/azure/azure-waf/,active,
aws-aws-transit-gateway,AWS,4. Networking & Content Delivery,Network transit hub,AWS Transit Gateway,AWS Transit Gateway,https://docs.aws.amazon.com/aws-transit-gateway/,active,
google-cloud-network-connectivity-center,Google Cloud,4. Networking & Content Delivery,Network transit hub,Network Connectivity Center,Network Connectivity Center,https://cloud.google.com/network-connectivity-center/docs,active,
azure-azure-virtual-wan,Azure,4. Networking & Content Delivery,Network transit hub,Azure Virtual WAN,Azure Virtual WAN,https://learn.microsoft.com/en-us/azure/azure-virtual-wan/,active,
aws-amazon-api-gateway,AWS,4. Networking & Content Delivery,API gateway,Amazon API Gateway,Amazon API Gateway,https://docs.aws.amazon.com/amazon-api-gateway/,active,
google-cloud-apigee,Google Cloud,4. Networking & Content Delivery,API gateway,Apigee,Apigee,https://cloud.google.com/apigee/docs,active,
google-cloud-cloud-api-gateway,Google Cloud,4. Networking & Content Delivery,API gateway,Cloud API Gateway,Cloud API Gateway,https://cloud.google.com/cloud-api-gateway/docs,active,
azure-azure-api-management,Azure,4. Networking & Content Delivery,API gateway,Azure API Management,Azure API Management,https://learn.microsoft.com/en-us/azure/azure-api-management/,active,
aws-aws-global-accelerator,AWS,4. Networking & Content Delivery,Global network backbone,AWS Global Accelerator,AWS Global Accelerator,https://docs.aws.amazon.com/aws-global-accelerator/,active,
google-cloud-premium-tier-cloud-network,Google Cloud,4. Networking & Content Delivery,Global network backbone,Premium Tier Cloud Network,Premium Tier Cloud Network,https://cloud.google.com/premium-tier-cloud-network/docs,active,
aws-amazon-bedrock,AWS,5. AI & Machine Learning,Unified agentic AI platform,Amazon Bedrock,Amazon Bedrock,https://docs.aws.amazon.com/amazon-bedrock/,active,
aws-bedrock-agentcore,AWS,5. AI & Machine Learning,Unified agentic AI platform,Bedrock AgentCore,Bedrock AgentCore,https://docs.aws.amazon.com/bedrock-agentcore/,active,
aws-amazon-quick-suite,AWS,5. AI & Machine Learning,Unified agentic AI platform,Amazon Quick Suite,Amazon Quick Suite,https://docs.aws.amazon.com/amazon-quick-suite/,active,
google-cloud-gemini-enterprise-agent-platform,Google Cloud,5. AI & Machine Learning,Unified agentic AI platform,Gemini Enterprise Agent Platform (GEAP),Gemini Enterprise Agent Platform (GEAP),https://cloud.google.com/gemini-enterprise-agent-platform/docs,active,
azure-microsoft-foundry,Azure,5. AI & Machine Learning,Unified agentic AI platform,Microsoft Foundry,Microsoft Foundry,https://learn.microsoft.com/en-us/azure/microsoft-foundry/,active,
azure-copilot-studio,Azure,5. AI & Machine Learning,Unified agentic AI platform,Copilot Studio,Copilot Studio,https://learn.microsoft.com/en-us/azure/copilot-studio/,active,
azure-agent-365,Azure,5. AI & Machine Learning,Unified agentic AI platform,Agent 365,Agent 365,https://learn.microsoft.com/en-us/azure/agent-365/,active,
aws-amazon-sagemaker-ai,AWS,5. AI & Machine Learning,MLOps & custom model training,Amazon SageMaker AI,Amazon SageMaker AI,https://docs.aws.amazon.com/amazon-sagemaker-ai/,active,
google-cloud-gemini-enterprise-agent-platform,Google Cloud,5. AI & Machine Learning,MLOps & custom model training,Gemini Enterprise Agent Platform (Model Garden & Training),Gemini Enterprise Agent Platform (Model Garden & Training),https://cloud.google.com/gemini-enterprise-agent-platform/docs,active,
azure-azure-machine-learning,Azure,5. AI & Machine Learning,MLOps & custom model training,Azure Machine Learning,Azure Machine Learning,https://learn.microsoft.com/en-us/azure/azure-machine-learning/,active,
aws-amazon-bedrock,AWS,5. AI & Machine Learning,Foundation model catalog,"Amazon Bedrock (Anthropic Claude, Meta Llama, Mistral, Amazon Nova)","Amazon Bedrock (Anthropic Claude, Meta Llama, Mistral, Amazon Nova)",https://docs.aws.amazon.com/amazon-bedrock/,active,
google-cloud-model-garden,Google Cloud,5. AI & Machine Learning,Foundation model catalog,"Model Garden (Gemini, Gemma, open-weight models)","Model Garden (Gemini, Gemma, open-weight models)",https://cloud.google.com/model-garden/docs,active,
azure-foundry-models,Azure,5. AI & Machine Learning,Foundation model catalog,"Foundry Models (OpenAI GPT, Anthropic, Meta, Mistral, Cohere)","Foundry Models (OpenAI GPT, Anthropic, Meta, Mistral, Cohere)",https://learn.microsoft.com/en-us/azure/foundry-models/,active,
aws-amazon-bedrock-agentcore,AWS,5. AI & Machine Learning,Agent runtime & execution,Amazon Bedrock AgentCore,Amazon Bedrock AgentCore,https://docs.aws.amazon.com/amazon-bedrock-agentcore/,active,
google-cloud-deployments,Google Cloud,5. AI & Machine Learning,Agent runtime & execution,Deployments (formerly Agent Engine),Deployments (formerly Agent Engine),https://cloud.google.com/deployments/docs,active,Agent Engine|Deployments (formerly Agent Engine)
azure-foundry-agent-service,Azure,5. AI & Machine Learning,Agent runtime & execution,Foundry Agent Service,Foundry Agent Service,https://learn.microsoft.com/en-us/azure/foundry-agent-service/,active,
google-cloud-agent-studio,Google Cloud,5. AI & Machine Learning,Low-code agent builder,Agent Studio,Agent Studio,https://cloud.google.com/agent-studio/docs,active,
google-cloud-workspace-studio,Google Cloud,5. AI & Machine Learning,Low-code agent builder,Workspace Studio,Workspace Studio,https://cloud.google.com/workspace-studio/docs,active,
azure-microsoft-copilot-studio,Azure,5. AI & Machine Learning,Low-code agent builder,Microsoft Copilot Studio,Microsoft Copilot Studio,https://learn.microsoft.com/en-us/azure/microsoft-copilot-studio/,active,
aws-amazon-bedrock-knowledge-bases,AWS,5. AI & Machine Learning,Enterprise search & RAG,Amazon Bedrock Knowledge Bases (Amazon Kendra in maintenance mode),Amazon Bedrock Knowledge Bases (Amazon Kendra in maintenance mode),https://docs.aws.amazon.com/amazon-bedrock-knowledge-bases/,maintenance,Amazon Bedrock Knowledge Bases (Kendra in maintenance mode)
google-cloud-search,Google Cloud,5. AI & Machine Learning,Enterprise search & RAG,Search (formerly Vertex AI Search),Search (formerly Vertex AI Search),https://cloud.google.com/search/docs,active,Vertex AI Search|Gemini Enterprise Agent Platform (GEAP)|Search (formerly Vertex AI Search)
azure-azure-ai-search,Azure,5. AI & Machine Learning,Enterprise search & RAG,Azure AI Search,Azure AI Search,https://learn.microsoft.com/en-us/azure/azure-ai-search/,active,
azure-foundry-iq,Azure,5. AI & Machine Learning,Enterprise search & RAG,Foundry IQ,Foundry IQ,https://learn.microsoft.com/en-us/azure/foundry-iq/,active,
aws-amazon-kiro,AWS,5. AI & Machine Learning,AI coding assistant,Amazon Kiro (Amazon Q Developer sunset EOL April 2027),Amazon Kiro (Amazon Q Developer sunset EOL April 2027),https://docs.aws.amazon.com/amazon-kiro/,deprecated,Amazon Q Developer|Amazon Kiro (sunset EOL April 2027)
google-cloud-gemini-code-assist,Google Cloud,5. AI & Machine Learning,AI coding assistant,Gemini Code Assist,Gemini Code Assist,https://cloud.google.com/gemini-code-assist/docs,active,
azure-github-copilot,Azure,5. AI & Machine Learning,AI coding assistant,GitHub Copilot,GitHub Copilot,https://learn.microsoft.com/en-us/azure/github-copilot/,active,
aws-amazon-rekognition,AWS,5. AI & Machine Learning,Computer vision,Amazon Rekognition,Amazon Rekognition,https://docs.aws.amazon.com/amazon-rekognition/,active,
google-cloud-vision-ai,Google Cloud,5. AI & Machine Learning,Computer vision,Vision AI,Vision AI,https://cloud.google.com/vision-ai/docs,active,
azure-azure-ai-vision,Azure,5. AI & Machine Learning,Computer vision,Azure AI Vision,Azure AI Vision,https://learn.microsoft.com/en-us/azure/azure-ai-vision/,active,
aws-amazon-transcribe,AWS,5. AI & Machine Learning,Speech & voice processing,Amazon Transcribe,Amazon Transcribe,https://docs.aws.amazon.com/amazon-transcribe/,active,
aws-polly,AWS,5. AI & Machine Learning,Speech & voice processing,Polly,Polly,https://docs.aws.amazon.com/polly/,active,
google-cloud-speech-to-text,Google Cloud,5. AI & Machine Learning,Speech & voice processing,Speech-to-Text,Speech-to-Text,https://cloud.google.com/speech-to-text/docs,active,
google-cloud-text-to-speech,Google Cloud,5. AI & Machine Learning,Speech & voice processing,Text-to-Speech,Text-to-Speech,https://cloud.google.com/text-to-speech/docs,active,
azure-azure-ai-speech,Azure,5. AI & Machine Learning,Speech & voice processing,Azure AI Speech,Azure AI Speech,https://learn.microsoft.com/en-us/azure/azure-ai-speech/,active,
aws-amazon-comprehend,AWS,5. AI & Machine Learning,Natural language processing,Amazon Comprehend,Amazon Comprehend,https://docs.aws.amazon.com/amazon-comprehend/,active,
google-cloud-natural-language-ai,Google Cloud,5. AI & Machine Learning,Natural language processing,Natural Language AI,Natural Language AI,https://cloud.google.com/natural-language-ai/docs,active,
azure-azure-ai-language,Azure,5. AI & Machine Learning,Natural language processing,Azure AI Language,Azure AI Language,https://learn.microsoft.com/en-us/azure/azure-ai-language/,active,
aws-amazon-translate,AWS,5. AI & Machine Learning,Translation services,Amazon Translate,Amazon Translate,https://docs.aws.amazon.com/amazon-translate/,active,
google-cloud-translation-ai,Google Cloud,5. AI & Machine Learning,Translation services,Translation AI,Translation AI,https://cloud.google.com/translation-ai/docs,active,
azure-azure-ai-translator,Azure,5. AI & Machine Learning,Translation services,Azure AI Translator,Azure AI Translator,https://learn.microsoft.com/en-us/azure/azure-ai-translator/,active,
